1,2,3,4,5,6,7
39.07613,65.12689,87.16985,280.0457,305.35430844896825,342.2760453573156,387.68110197794226
42.08199,66.12885,87.16985,183.3572,207.54102506986283,235.9804200036444,268.14586021571097
44.0859,64.62592,97.18936,115.2245,135.2635,160.3123,182.8563
31.38409,76.97585,84.16399,111.2167,170.3319,191.3729,216.4217
40.57906,62.12103,84.66496,113.7216,140.7743,167.326,181.8543
36.07028,58.6142,90.17569,112.2186,140.2733,159.8114,182.8563
36.07028,59.11518,82.16008,104.704,128.7509,154.8016,175.3416
33.06442,62.62201,86.66887,110.7157,131.2557,154.8016,174.3397
41.08004,73.64349,106.2069,135.2635,153.2987,176.8446,197.8856
38.57516,63.62396,80.15617,111.7177,132.2577,148.7899,174.8407
35.06833,55.10737,81.15813,110.7157,129.2518,154.3006,177.3456
33.5654,61.11908,84.16399,105.205,136.7665,152.7977,172.8368
38.57516,59.11518,82.16008,107.7099,133.7606,156.3045,177.8465
35.56931,59.61616,83.16203,109.2128,126.7469,149.2909,175.3416
36.57125,54.6064,104.203,123.7411,143.7801,261.0085,298.5818
33.5654,50.09761,99.19327,119.2323,135.7645,242.9734,286.5583
37.07223,55.60835,76.14837,94.68448,124.2421,149.2909,177.8465
38.57516,59.61616,85.16594,107.7099,137.2675,159.3104,178.3475
47.59273,70.63763,88.1718,115.7255,138.2694,161.3143,180.8524
40.57906,66.12885,90.67667,115.2245,131.7567,149.7919,181.3533
32.56345,56.10932,76.64934,101.1972,122.7391,145.784,170.3319
39.57711,62.12103,88.67278,113.7216,134.2616,155.8036,176.3436
36.07028,63.12299,84.66496,110.2147,133.2596,154.3006,176.3436
33.06442,53.60444,78.15227,101.6981,126.246,151.7958,177.3456
40.07809,64.62592,88.67278,109.2128,136.7665,161.3143,185.05636287358413
37.07223,59.11518,85.16594,107.2089,129.7528,153.2987,176.05448950367008
43.08395,70.13666,90.67667,106.7079,128.2499,181.8543,208.907
31.06052,62.62201,82.16008,116.2265,138.7704,159.8114,190.3709
41.58102,60.91801,79.15422,99.19327,122.63347248239188,144.10023488277074,165.01090214565875
43.58492,65.12689,85.66692,104.704,128.11376693843863,149.8750356323243,171.42237820994552
41.08004,64.12494,88.1718,106.2069,133.7606,170.3319,194.8797
31.56149,67.63177,89.67473,122.2382,143.7801,171.3338,198.8875
34.56735,57.61225,82.66106,105.205,129.7528,155.8036,179.35317496886336
41.58102,65.62787,88.67278,111.2167,136.7665,158.8094,181.74228616850894
56.10932,78.15227,95.68643,116.7274,133.7606,166.825,194.3787
44.0859,101.6981,122.7391,141.7762,183.3572,217.4236,250.989
40.07809,61.11908,89.17375,110.2147,131.7567,155.2636799910676,178.06458493078435
42.58297,64.62592,86.16789,122.7391,124.2421,143.71130423698395,163.26886267629277
33.5654,57.11127,86.66887,107.2089,126.246,148.2889,184.8602
34.56735,70.13666,89.17375,110.2147,127.7489,145.784,165.8231
37.07223,55.10737,83.66301,109.7138,134.58429103162544,158.79613281179655,182.47988018473143
41.08004,68.63373,89.17375,114.2225,138.00065703707628,160.5753752385457,183.5975805026327
34.56735,71.63958,96.18741,118.7313,136.7665,159.92307319771155,183.22332607753032
34.56735,51.60054,78.15227,100.6962,126.7469,150.77173200378792,173.68100629410264
34.56735,60.61811,84.16399,108.7118,132.7587,156.47800245259185,179.74928042884477
47.09175,72.64153,94.1835,123.7411,142.7782,165.50265307524063,188.4859839271645
37.57321,52.10151,75.64739,95.18546,117.2284,139.22862827704733,160.07715097154147
38.57516,61.11908,86.16789,106.7079,123.7411,145.63808248050876,166.9126333346881
28.79795,49.12591,73.40654,94.01684,119.45812778521741,142.9667641963865,165.19775569355647
30.49195,51.31723,68.60688,89.27502,113.93149331733224,135.99930940839428,156.83851417892373
45.58882,64.12494,93.68253,142.2772,182.3553,197.3846,217.9246
44.0859,73.14251,110.7157,142.2772,182.8563,210.9109,242.4724
46.0898,74.64544,106.7079,131.7567,155.93734657019698,180.45452114411236,206.08872500734765
40.57906,68.13275,99.19327,124.2421,148.96943666357518,173.61110687438162,198.85126395189002
45.08784,77.15031,99.69424,130.2538,195.8817,223.4353,251.991
45.58882,70.13666,103.2011,169.3299,202.8953,227.4431,248.9851
33.5654,59.11518,89.67473,116.7274,142.7782,163.8192,188.868
42.08199,63.62396,91.67862,116.7274,142.7782,167.827,188.868
37.57321,65.62787,89.67473,116.2265,141.7762,166.28666410303177,190.64354163918722
39.07613,63.12299,88.67278,111.2167,137.7684,162.14309325536334,186.03794339503116
38.07418,61.62006,87.67082,111.2167,137.7684,162.32970604646388,186.35622520071718
38.07418,64.12494,89.67473,113.7216,137.7684,161.8951532034334,185.66709019859883
43.08395,61.11908,86.16789,110.2147,134.2616,157.76220865613587,180.653809483278
44.58688,70.13666,98.19131,116.7274,143.2792,167.89876048864863,192.19550545693562
30.77428,52.10151,73.64349,97.18936,122.1966595603382,145.32223037777433,167.50437119110944
36.07028,58.6142,78.65324,98.19131,122.4376811268946,144.63948284826625,166.17721865518456
65.62787,105.205,158.3084,184.8602,208.4061,228.9461,247.4822
42.58297,81.6591,131.46012403060416,180.8524,223.9363,254.9968,291.0671
41.08004,67.1308,109.2128,149.7919,183.3572,207.4041,237.4627
39.07613,63.12299,100.6962,124.2421,159.3104,200.3904,230.95
43.08395,71.63958,92.1796,121.2362,145.784,172.3358,199.8895
38.07418,64.12494,92.68057,125.244,144.2811,160.3123,181.3533
38.57516,60.11713,93.18155,115.7255,139.7723,163.3182,178.8485
32.56345,53.10347,82.66106,105.205,132.2577,157.3065,182.3553
42.58297,64.62592,86.16789,111.7177,132.2577,154.6330699985399,176.74376628548742
39.07613,59.61616,86.16789,106.2069,128.2499,151.38120356426737,173.735740052288
46.0898,66.62982,86.66887,109.7138,133.2596,155.58069725420398,177.65256162819486
45.08784,66.12885,89.67473,112.7196,133.2596,155.75815771149277,177.9238001229503
38.07418,67.1308,90.67667,124.2421,151.7958,177.4484663382744,203.240230037221
40.07809,63.12299,89.17375,112.7196,138.2694,162.58688403966892,186.42758602661712
34.06638,56.6103,78.15227,101.1972,125.82741060170136,148.73718163190773,171.03440016159783
35.06833,58.6142,83.66301,101.6981,126.48026582133416,149.61501211158188,172.11835118551812
32.56345,54.10542,76.64934,100.6962,126.246,149.70842450785236,172.37054821225638
40.61201,67.68668,97.76965,125.9724,153.4231,179.8302347448282,206.07009589199623
34.06638,60.11713,102.7001,133.2596,159.7462555799008,187.4440860493687,215.5980516291866
45.08784,69.63568,97.18936,130.2538,154.20061326191524,178.4709158210812,203.73267325975996
36.57125,57.11127,78.15227,97.69034,120.7352,142.77483783587655,164.03261545935118
35.06833,56.10932,78.65324,103.702,123.2401,145.4899567030309,167.0568757420874
44.58688,64.12494,84.16399,103.702,126.9448249780862,148.53607292086045,169.82016089865675
42.08199,61.62006,82.66106,105.706,129.34819241725498,151.58179362811987,173.51361545508013
38.07418,63.12299,97.69034,127.2479,157.3065,185.29811854396962,212.8295317298261
37.57321,60.11713,95.68643,131.7567,151.7958,178.39664884985615,204.55028238024505
39.57711,82.66106,108.2108,136.2655,160.7568154984428,185.04924807589364,211.33704590082806
41.58102,74.14446,95.18546,116.7274,140.495605189916,162.9744286443823,186.2320031553868
37.97975,74.07932,94.38531,118.8277,140.2618,163.33884740177822,186.78912092493937
36.57125,56.10932,76.14837,102.1991,125.244,147.69488612366234,169.514565930714
43.58492,66.62982,90.17569,115.7255,154.8016,181.6874036950136,208.33635022813667
44.58688,67.1308,94.68448,114.7235,139.2714,163.31212471860636,186.9076684944675
37.57321,69.1347,89.17375,109.7138,134.7626,157.8378791665669,180.88284919046504
38.57516,63.62396,108.7118,128.7509,153.7997,182.06756741733943,209.40176293954687
36.42094,58.16056,83.57052,108.4158,133.10905188118224,156.7490090431585,180.0357021415398
39.07613,55.10737,71.13861,90.17569,113.69193028491988,134.71916622802365,154.61294564738256
39.57711,77.15031,110.7157,126.246,151.7958,177.89729110135622,203.97675991103938
34.97145,64.30235,101.9061,135.3734,174.1052,205.34598880411977,236.28264785781693
44.0859,64.62592,95.68643,126.246,153.2987,179.6766763321267,205.6930382948645
39.07613,90.67667,119.7333,140.2733,162.8172,188.70845849498363,215.64565108857346
34.56735,56.10932,82.66106,102.7001,124.2421,147.32086766077086,169.4896201708691
33.5654,54.10542,76.64934,103.2011,123.2401,145.7239506463851,167.4728464104016
30.05857,55.10737,78.15227,98.69229,123.91103793448043,147.21880034986035,169.7489070365769
30.05857,53.60444,75.64739,96.68839,121.81671260133272,144.93318985643702,167.14131420062
41.08004,114.3153,132.3651,150.78981904095846,172.69944801489643,194.41273192692233,220.85936989213633
37.60371,110.1789,131.613,150.44438266172273,173.00095952607836,195.58154040151766,222.66765990092966
39.57711,66.12885,86.66887,116.0388,154.7184,189.163,215.4197
40.07809,66.62982,102.7001,128.7509,171.3338,197.3846,222.9344
36.42094,72.55954,103.2011,126.246,151.4566797690175,176.33381743152654,202.17997492874696
31.62128,63.24255,91.47585,112.0861,137.60372110578334,161.99463556963508,186.42159740367566
50.59858,92.68057,127.2479,155.8036,196.3826,252.4919,295.0749
44.58688,77.65129,131.7567,180.8524,216.4217,253.4939,306.0964
54.90142,92.12909,136.2655,167.7126,207.9051,285.5564,338.6599
42.11616,74.45535,122.5881,148.9107,186.5144,224.8702,260.5937
43.58492,73.14251,97.69034,123.2401,147.7879,172.19983737842344,196.7691154807298
44.0859,75.64739,97.18936,131.2557,158.3084,183.63118499965398,209.5609980562158
44.0859,71.63958,97.69034,126.246,147.287,171.47931637510257,195.79123102662498
38.07418,63.62396,93.68253,118.7313,144.2811,169.82743152112494,194.91794440359217
45.08784,72.64153,100.1952,112.7196,128.2499,149.86692057953354,171.15828839829481
42.58297,67.1308,96.18741,123.2401,142.2772,166.35637617829443,190.20498232110037
34.06638,56.10932,79.15422,96.68839,121.40413537307866,144.13295131411525,165.95786974746136
33.5654,56.10932,77.15031,96.18741,120.80495936927979,143.3154922688839,164.96924115579912
38.07418,61.11908,94.68448,114.2225,134.7626,160.3123,184.21687290515018
36.57125,58.11323,82.16008,106.7079,128.7509,149.2909,171.18581125291848
35.06833,61.11908,85.66692,108.7118,128.7509,151.67330087957203,174.11091359792715
32.18594,54.6064,75.64739,95.68643,121.7372,144.59083530145395,166.59584264216676
36.63983,74.21913,109.9195,132.4671,159.7121,181.7899,216.4217
31.58712,70.69498,109.4268,133.2596,160.3123,188.868,235.4588
41.58102,70.63763,99.19327,120.7352,145.2831,166.3241,194.3787
44.0859,65.62787,92.1796,116.2265,141.2753,167.326,186.3631
45.08784,73.64349,100.1952,128.7509,162.3163,189.38509898609502,216.6442177519187
38.96193,61.83089,84.98219,106.7218,131.5671,154.86745510333978,177.64382887923108
43.08395,68.13275,93.18155,117.2284,141.7762,165.84322004485773,189.72107788909608
43.08395,66.12885,89.67473,116.7274,140.7743,164.58699789587953,188.2109551976979
30.55954,52.10151,74.64544,95.68643,116.2265,138.28154171812884,159.37136997983754
31.06052,52.60249,76.64934,96.18741,117.7294,140.17904956594293,161.6072106129531
30.55954,52.10151,77.15031,96.68839,121.99071486206886,145.4802263545438,167.89465494640507
29.55759,58.11323,80.65715,95.68643,120.90311338755468,143.7778092464975,165.8772559507325
42.58297,65.62787,88.1718,110.2147,128.7509,147.287,172.3358
45.58882,74.64544,97.18936,122.7391,147.7879,168.8289,196.8836
39.57711,64.12494,88.67278,110.7157,136.2655,165.8231,190.58217583807334
39.57711,72.64153,100.1952,122.2382,149.2909,177.8465,204.034760590239
40.57906,70.13666,99.19327,131.7567,155.3026,181.2704419200965,207.3740969176298
44.58688,72.14056,104.203,127.2479,157.3065,184.2060975878401,210.94131131059953
43.08395,70.63763,116.7274,153.2987,171.8348,200.88793839041563,229.82155103052935
44.74841,81.22401,115.4434,156.4314,193.8777,225.3775828393892,257.7167961217175
42.58297,70.13666,93.68253,118.7313,141.7762,165.4504656264105,189.12842085505088
32.06247,58.11323,82.16008,100.6962,123.7411,146.70303784551152,168.92540638536587
40.07809,55.10737,72.14056,99.19327,122.72878399757876,144.5284130050891,165.59135420543754
36.1386,49.12591,68.04221,96.84016,120.99095987281764,143.49331386665324,164.8997216096373
39.57711,79.15422,119.2323,145.2831,177.3456,201.8934,233.9558
64.62592,97.18936,133.7606,155.8036,177.8465,205.9012,233.4549
51.09956,81.6591,106.2069,125.244,145.2831,163.3182,185.8621
48.0937,86.16789,111.7177,126.246,153.2987,170.8329,191.3729
40.57906,64.12494,83.16203,110.2147,134.7626,157.68953045173873,180.44643995937804
40.57906,64.12494,83.16203,110.2147,134.7626,157.68953045173873,180.44643995937804
40.57906,62.12103,84.16399,107.7099,128.7509,151.09370323168014,172.98558100111683
39.07613,66.12885,85.66692,108.2108,132.2577,154.92902704180545,177.4350742427764
41.58102,67.1308,95.18546,114.2225,147.287,173.35540478488713,198.9747679566848
41.58102,63.62396,93.18155,119.7333,147.7879,173.70088985708873,199.14888788194685
41.58102,65.62787,86.16789,103.702,127.34817365366389,149.17477843547448,170.79369751679207
45.58882,73.14251,95.18546,124.743,148.1585008847736,171.1175264625582,195.10835639957128
41.08004,74.14446,100.1952,125.244,151.2948,181.8543,213.9168
40.07809,68.13275,92.1796,116.7274,145.784,169.8309,198.3865
40.57906,70.63763,102.1991,127.7489,151.2948,173.8387,193.3768
37.57321,68.63373,99.19327,129.2518,149.2909,173.3377,190.8719
36.07028,55.10737,80.15617,104.704,126.7469,149.91995298219362,172.26000491763256
38.57516,58.6142,84.66496,103.702,127.2479,150.44708704175744,172.79700257837925
33.06442,58.6142,77.65129,99.19327,121.7372,143.75151222356374,165.2357741254043
37.07223,56.6103,79.6552,101.6981,123.7411,146.22497710437887,167.9196351510401
33.06442,53.10347,78.65324,98.19131,120.7352,143.64695408171843,165.49917076011667
35.06833,63.62396,87.16985,110.7157,130.2538,153.05948399202924,175.56770177328036
31.56149,51.60054,75.14642,95.18546,120.23899172718667,143.37765786849394,165.37593434742877
34.06638,55.10737,76.14837,92.68057,117.21346618553355,139.44506013758723,160.5956983299027
40.57906,66.62982,96.68839,123.7411,139.7723,163.3182,192.8758
39.07613,63.62396,90.67667,125.745,160.8133,179.8504,211.9129
37.57321,66.62982,90.67667,120.2343,142.7782,167.03204656233206,191.28489897643158
36.07028,65.12689,90.17569,113.7216,140.7743,165.57240034624627,190.10073893559758
37.57321,60.11713,83.66301,102.1991,121.2362,143.0054490912986,164.0799250920137
40.57906,59.11518,80.65715,99.19327,115.2245,135.63801869443947,155.2943545958292
39.07613,60.11713,87.67082,107.7099,129.2518,152.53484412893417,175.05038980961518
38.57516,58.6142,98.69229,133.2596,156.8055,184.85779439209264,212.20862108121332
36.57125,63.12299,83.66301,102.1991,126.44708965483663,148.73542357486483,170.72307118460196
43.31503,65.46852,87.62201,106.1426,129.72033237878065,151.78358505155177,173.67217638867197
47.38068,79.34383,112.8111,145.1503,169.9688,208.3246,246.6803
47.09175,95.18546,126.7245,166.9605,194.4112,235.3992,277.5154
43.08395,72.64153,98.69229,125.745,161.3143,183.3572,221.9324
44.0859,72.14056,99.69424,124.743,160.8133,182.8563,209.909
43.08395,69.63568,92.68057,112.2186,135.7645,158.3084,180.8524
59.61616,81.15813,106.7079,128.2499,146.285,168.328,190.3709
46.0898,78.65324,111.7177,133.2596,157.3065,180.3514,206.4021
41.08004,63.12299,87.67082,108.2108,128.7509,155.8036,178.3475
43.08395,71.13861,103.2011,127.7489,149.7919,171.8348,194.8797
48.59468,75.14642,94.1835,113.7216,141.7762,165.3221,183.8582
51.60054,74.64544,96.18741,123.2401,149.7919,171.8348,198.8875
41.08004,65.62787,86.16789,108.2108,136.2655,166.3241,193.8777
47.59273,70.63763,100.1952,124.2421,150.2928,173.8387,200.3904
42.58297,72.64153,97.69034,118.2304,137.7684,159.3104,178.8485
42.08199,71.63958,96.68839,125.244,149.2909,172.8368,195.8817
57.61225,79.6552,102.7001,130.7548,151.2948,171.8348,191.8738
42.58297,65.12689,91.17764,116.2265,135.7645,161.3143,191.3729
43.58492,66.62982,88.1718,116.7274,138.7704,159.8114,183.8582
44.58688,75.14642,97.69034,119.2323,146.285,169.3299,198.3865
44.58688,71.13861,89.67473,110.7157,143.2792,162.8172,188.868
61.62006,83.16203,110.2147,142.7782,174.3397,202.8953,224.4373
52.10151,77.15031,103.702,125.745,151.2948,174.3397,200.3904
56.10932,80.15617,101.1972,120.2343,151.7958,182.8563,208.907
50.59858,80.15617,103.2011,122.7391,143.7801,164.8211,189.7755
53.10347,78.15227,107.2089,127.2479,152.7977,173.8387,199.3885
55.10737,78.65324,105.205,129.7528,155.3026,177.3456,208.907
53.60444,79.15422,102.1991,124.2421,150.2928,180.8524,210.41
47.09175,67.1308,94.68448,118.2304,150.7938,181.8543,214.4178
52.60249,75.64739,101.1972,129.7528,158.8094,182.3553,206.4021
49.59663,71.13861,93.68253,123.2401,144.7821,170.8329,194.8797
43.58492,76.64934,99.69424,123.7411,149.7919,175.3416,194.8797
44.58688,73.14251,97.69034,118.7313,144.7821,172.8368,193.3768
46.0898,74.64544,104.704,129.2518,160.3123,181.3533,206.4021
47.59273,75.14642,96.18741,117.7294,139.7723,164.3202,186.3631
57.61225,76.64934,100.6962,129.7528,155.8036,177.3456,198.8875
50.09761,77.15031,99.19327,119.2323,140.2733,166.825,186.3631
38.57516,58.11323,81.6591,105.205,126.7469,149.7919,170.3319
47.59273,73.12421,93.16983,115.1918,137.7684,158.3084,182.3553
46.0898,80.15617,103.702,133.2596,155.3026,177.3456,203.8973
53.10347,81.15813,101.1972,125.244,148.7899,174.3397,194.8797
46.0898,69.63568,97.69034,123.7411,145.2831,169.3299,192.3748
58.6142,80.65715,104.203,128.2499,147.7879,168.8289,194.3787
49.59663,78.65324,98.69229,122.7391,141.2753,169.8309,199.3885
51.09956,74.64544,95.68643,123.2401,149.2909,169.3299,194.3787
43.08395,68.63373,96.18741,118.2304,140.7743,165.8231,194.3787
54.6064,75.14642,95.18546,118.2304,140.2733,167.827,190.8719
48.59468,76.64934,101.1972,119.2323,138.7704,163.8192,186.8641
42.58297,68.63373,96.18741,123.7411,145.784,170.3319,198.3865
45.58882,62.12103,91.67862,117.7294,140.2733,158.8094,176.3436
48.59468,78.15227,99.69424,121.2362,140.7743,164.8211,186.8641
36.57125,65.62787,93.18155,123.7411,154.3006,177.8465,203.3963
45.08784,71.63958,99.19327,125.244,145.2831,169.3299,189.8699
38.07418,63.62396,91.17764,117.7294,138.7704,162.94176320521993,186.76289843398388
34.56735,59.61616,88.67278,117.7294,138.7704,163.5118624746889,187.76224009689872
40.07809,60.11713,87.67082,115.2245,138.2694,162.62445986613167,186.41066863840172
44.58688,67.63177,96.18741,117.2284,135.7645,158.8792833855863,181.5968008017582
35.56931,57.11127,84.66496,105.205,127.2479,150.7176721644474,173.31261469402494
40.07809,61.62006,93.18155,114.7235,136.2655,160.6531994490957,184.30363824427036
32.06247,56.6103,79.6552,101.1972,126.18811218490937,149.44099098779824,172.0685954075904
41.6081,59.94387,82.86359,101.9046,125.72535668149165,147.9875109145175,169.6383946200648
29.55759,59.61616,98.69229,126.246,152.7977,181.1470363680953,208.82027859049583
35.06833,63.12299,86.16789,112.2186,134.7626,158.33959692255502,181.66742348728354
35.56931,60.61811,84.16399,108.2108,132.85903666093512,156.21120404170767,179.37693773931449
43.58492,67.1308,95.18546,116.7274,140.80345935990402,164.2794128407351,187.98304043883303
38.57516,86.66887,109.2128,128.2499,147.7879,165.8231,184.8602
45.58882,65.12689,106.2069,121.2362,140.2733,164.3202,187.866
36.85164,66.55857,90.2489,120.3319,143.2701,165.8324,195.5393
53.77331,79.71986,109.8028,127.4766,153.0471,181.2499,208.7006
44.0859,71.13861,93.68253,120.7352,151.2948,176.54657633089505,201.9035393523643
44.0859,71.13861,95.18546,123.2401,141.2753,164.28025222518642,187.40872155207785
32.46828,60.13689,84.98219,107.2865,129.8731,153.43094598637876,176.45670320048634
30.05857,54.6064,81.15813,107.7099,131.7567,156.2643884821419,180.0329111542552
37.60371,57.90971,86.1125,106.4185,127.8526,151.23681257629056,173.73992250487277
40.07809,62.12103,90.67667,118.2304,142.7782,167.81453685647156,192.3779689412782
45.12445,67.68668,89.49683,114.3153,137.70135116685918,160.1199555027688,182.84071821288757
35.72353,56.7816,83.48024,104.1623,129.0120176156859,152.58062501402125,175.49911937020897
44.60859,77.92386,103.6161,125.0734,152.7421,177.89064674247865,203.31706058607682
43.58492,70.13666,96.18741,123.2401,151.2948,176.76746152040087,202.22223889790018
44.0859,81.6591,107.2089,131.7567,152.7977,177.09880517469054,202.0149791774682
32.06247,63.12299,93.18155,129.2518,154.3006,181.27645634226928,208.1889869847463
37.26794,55.10737,76.14837,111.2167,131.2557,161.8153,193.3768
40.98804,68.81479,90.62494,119.2038,142.5181,160.5678,178.9937
46.0898,67.63177,92.1796,115.2245,134.7626,163.8192,193.3768
30.20961,64.65422,86.39385,107.2865,135.5198,160.6474,180.693
36.07028,60.11713,84.66496,109.7138,132.7587,156.41568750453862,179.56381907199926
44.0859,95.68643,118.2304,138.7704,161.8153,186.351483848555,212.28927278772824
41.36408,62.7982,95.13739,118.4517,141.0139,165.98453477105468,190.2997216434597
35.34749,63.17424,93.2572,118.4517,140.2618,165.16729735796977,189.6462941571732
45.58882,74.64544,117.7294,139.2714,156.8055,183.44292013521263,209.78916679144731
43.08395,74.64544,95.18546,115.2245,135.2635,157.33245235322227,179.59178689819532
43.58492,68.13275,90.67667,107.7099,131.29347036058033,153.3539092144368,175.41229571241888
46.0898,69.63568,93.68253,117.7294,141.19374243919273,163.94616634203948,187.16426881641718
38.98853,60.12689,80.79552,106.1616,125.8907,147.9685,171.9253
43.24427,71.44705,91.75305,117.3236,137.6296,162.072,188.7706
41.58102,70.63763,99.69424,127.7489,145.784,170.04833381816192,194.34022650380842
31.06052,58.6142,87.16985,111.2167,133.7606,158.32670287723994,182.26367139020732
35.56931,63.12299,89.87286,113.7216,136.7665,161.0204840069092,184.87195517065476
40.55027,68.05393,95.9102,118.1247,136.1079,159.35454161386244,182.34764235649317
46.59077,66.62982,91.67862,111.2167,135.7645,159.02481865539315,181.81560762233272
55.10737,75.64739,102.7001,123.7411,146.786,170.39097691445917,193.9262720628589
54.10542,92.1796,127.2479,164.8211,195.8817,225.95640756706274,257.2629687307395
41.08004,91.17764,116.7274,141.7762,171.8348,198.94275828635946,227.28649075413887
34.56735,72.64153,96.68839,140.7743,165.80046288953875,191.31928568068528,218.7687517397908
36.57125,63.62396,119.2323,138.2694,165.49464842470144,194.6231650290491,224.1488428875926
40.57906,63.62396,88.1718,113.2206,147.287,170.8329,199.3885
31.33894,56.18423,81.87653,110.6745,144.2811,171.3338,199.3885
35.06833,57.11127,82.16008,105.205,129.7528,155.8036,179.32124254137835
48.59468,74.14446,97.69034,120.7352,145.784,167.326,190.6782811065296
41.80698,65.76379,86.43242,103.3431,127.2999,149.40296847452672,171.08484045842096
35.06833,53.10347,77.65129,102.1991,127.2479,150.88663033547346,173.59471227093792
